sulfur,genotype,pot,sample,batch,cpd,value
S3,bglu28bglu30,1,6,1,G20,2.60157356
S3,bglu28bglu30,2,1,1,G20,2.00254086
S3,bglu28bglu30,2,2,1,G20,1.796921095
S3,bglu28bglu30,2,3,1,G20,0.900347208
S3,bglu28bglu30,2,4,1,G20,1.883266098
S3,bglu28bglu30,2,5,1,G20,3.585036866
S3,bglu28bglu30,2,6,1,G20,1.304205311
S1500,wt,1,1,2,G01,12.63856807
S1500,wt,1,2,2,G01,9.280638206
S1500,wt,1,3,2,G01,12.77103407
S1500,wt,1,4,2,G01,12.62376252
S1500,wt,1,5,2,G01,12.25503523
S1500,wt,1,6,2,G01,14.01630541
S1500,wt,2,1,2,G01,13.79500938
S1500,wt,2,2,2,G01,13.11096801
S1500,wt,2,3,2,G01,13.94223141
S1500,wt,2,4,2,G01,12.4608737
S1500,wt,2,5,2,G01,11.83704905
S1500,wt,2,6,2,G01,13.51908201
S1500,bglu28bglu30,1,1,2,G01,12.20152366
S1500,bglu28bglu30,1,2,2,G01,9.465922973
S1500,bglu28bglu30,1,3,2,G01,9.06505319
S1500,bglu28bglu30,1,4,2,G01,9.702304555
S1500,bglu28bglu30,1,5,2,G01,8.0893005
S1500,bglu28bglu30,1,6,2,G01,15.05101392
S1500,bglu28bglu30,2,1,2,G01,10.55286702
S1500,bglu28bglu30,2,2,2,G01,7.837926794
S1500,bglu28bglu30,2,3,2,G01,9.393392669
S1500,bglu28bglu30,2,4,2,G01,10.27299069
S1500,bglu28bglu30,2,5,2,G01,8.197666221
S1500,bglu28bglu30,2,6,2,G01,11.43779343
S30,wt,1,1,2,G01,2.144639676
S30,wt,1,2,2,G01,2.917345672
S30,wt,1,3,2,G01,3.679540963
S30,wt,1,4,2,G01,4.202069139
S30,wt,1,5,2,G01,3.79459872
S30,wt,1,6,2,G01,2.868045436
S30,wt,2,1,2,G01,2.942981544
S30,wt,2,2,2,G01,2.806792207
S30,wt,2,3,2,G01,3.014177826
S30,wt,2,4,2,G01,2.312651795
S30,wt,2,5,2,G01,4.354641314
S30,wt,2,6,2,G01,4.396765528
S30,bglu28bglu30,1,1,2,G01,3.610816035
S30,bglu28bglu30,1,2,2,G01,4.150084317
S30,bglu28bglu30,1,3,2,G01,3.772937694
S30,bglu28bglu30,1,4,2,G01,3.513465577
S30,bglu28bglu30,1,5,2,G01,4.088409611
S30,bglu28bglu30,1,6,2,G01,4.73861622
S30,bglu28bglu30,2,1,2,G01,3.46489352
S30,bglu28bglu30,2,2,2,G01,2.430757195
S30,bglu28bglu30,2,3,2,G01,2.352052153
S30,bglu28bglu30,2,4,2,G01,2.49230187
S30,bglu28bglu30,2,5,2,G01,3.30857136
S30,bglu28bglu30,2,6,2,G01,3.295308884
S3,wt,1,1,2,G01,0.067676281
S3,wt,1,2,2,G01,0.074487273
S3,wt,1,3,2,G01,0.057846407
S3,wt,1,4,2,G01,0.176621575
S3,wt,1,5,2,G01,0.534573813
S3,wt,1,6,2,G01,0.238545782
S3,wt,2,1,2,G01,0.193586702
S3,wt,2,2,2,G01,0.196586626
S3,wt,2,3,2,G01,0.238789104
S3,wt,2,4,2,G01,0.342544097
S3,wt,2,5,2,G01,0.229128424
S3,wt,2,6,2,G01,0.219702698
S3,bglu28bglu30,1,1,2,G01,0.288721433
S3,bglu28bglu30,1,2,2,G01,0.745841732
S3,bglu28bglu30,1,3,2,G01,0.487917637
S3,bglu28bglu30,1,4,2,G01,0.480041872
S3,bglu28bglu30,1,5,2,G01,0.496576058
S3,bglu28bglu30,1,6,2,G01,0.50367577
S3,bglu28bglu30,2,1,2,G01,0.167329275
S3,bglu28bglu30,2,2,2,G01,0.937295828
S3,bglu28bglu30,2,3,2,G01,0.34372133
S3,bglu28bglu30,2,4,2,G01,0.5363283
S3,bglu28bglu30,2,5,2,G01,0.728380194
S3,bglu28bglu30,2,6,2,G01,0.682987685
S1500,wt,1,1,2,G02,76.34925713
S1500,wt,1,2,2,G02,49.09827943
S1500,wt,1,3,2,G02,82.16877035
S1500,wt,1,4,2,G02,85.02028031
S1500,wt,1,5,2,G02,77.55680255
S1500,wt,1,6,2,G02,93.14595166
S1500,wt,2,1,2,G02,84.58884074
S1500,wt,2,2,2,G02,81.56435032
S1500,wt,2,3,2,G02,83.40243776
S1500,wt,2,4,2,G02,85.15442137
S1500,wt,2,5,2,G02,76.24895895
S1500,wt,2,6,2,G02,91.56335075
S1500,bglu28bglu30,1,1,2,G02,83.49720378
S1500,bglu28bglu30,1,2,2,G02,64.13050673
S1500,bglu28bglu30,1,3,2,G02,64.75153651
S1500,bglu28bglu30,1,4,2,G02,71.08612946
S1500,bglu28bglu30,1,5,2,G02,58.4486435
S1500,bglu28bglu30,1,6,2,G02,58.70421753
S1500,bglu28bglu30,2,1,2,G02,68.10087144
S1500,bglu28bglu30,2,2,2,G02,50.45880956
S1500,bglu28bglu30,2,3,2,G02,66.44730887
S1500,bglu28bglu30,2,4,2,G02,70.53434681
S1500,bglu28bglu30,2,5,2,G02,58.52899843
S1500,bglu28bglu30,2,6,2,G02,73.74274403
S30,wt,1,1,2,G02,13.09283326
S30,wt,1,2,2,G02,14.73657013
S30,wt,1,3,2,G02,22.52305015
S30,wt,1,4,2,G02,24.1187339
S30,wt,1,5,2,G02,23.76453407
S30,wt,1,6,2,G02,16.63663038
S30,wt,2,1,2,G02,15.32144334
S30,wt,2,2,2,G02,14.12795489
S30,wt,2,3,2,G02,15.41925258
S30,wt,2,4,2,G02,11.59550117
S30,wt,2,5,2,G02,22.53384822
S30,wt,2,6,2,G02,23.69957215
S30,bglu28bglu30,1,1,2,G02,19.77257819
S30,bglu28bglu30,1,2,2,G02,25.40404683
S30,bglu28bglu30,1,3,2,G02,20.89236875
S30,bglu28bglu30,1,4,2,G02,20.59914241
S30,bglu28bglu30,1,5,2,G02,22.21248374
S30,bglu28bglu30,1,6,2,G02,27.32273376
S30,bglu28bglu30,2,1,2,G02,18.13757242
S30,bglu28bglu30,2,2,2,G02,11.28250613
S30,bglu28bglu30,2,3,2,G02,11.10901143
S30,bglu28bglu30,2,4,2,G02,15.40202627
S30,bglu28bglu30,2,5,2,G02,16.82409545
S30,bglu28bglu30,2,6,2,G02,17.34013731
S3,wt,1,1,2,G02,0.14821287
S3,wt,1,2,2,G02,0.166549614
S3,wt,1,3,2,G02,0.209247925
S3,wt,1,4,2,G02,0.713515535
S3,wt,1,5,2,G02,2.40175986
S3,wt,1,6,2,G02,1.154042324
S3,wt,2,1,2,G02,0.644665532
S3,wt,2,2,2,G02,0.454804441
S3,wt,2,3,2,G02,0.802182203
S3,wt,2,4,2,G02,1.491397755
S3,wt,2,5,2,G02,0.834431468
S3,wt,2,6,2,G02,1.026355304
S3,bglu28bglu30,1,1,2,G02,1.235083704
S3,bglu28bglu30,1,2,2,G02,3.150513983
S3,bglu28bglu30,1,3,2,G02,2.024095077
S3,bglu28bglu30,1,4,2,G02,2.468336139
S3,bglu28bglu30,1,5,2,G02,2.798784767
S3,bglu28bglu30,1,6,2,G02,2.785357784
S3,bglu28bglu30,2,1,2,G02,0.538504691
S3,bglu28bglu30,2,2,2,G02,4.126839384
S3,bglu28bglu30,2,3,2,G02,1.959742088
S3,bglu28bglu30,2,4,2,G02,1.675410735
S3,bglu28bglu30,2,5,2,G02,3.280482733
S3,bglu28bglu30,2,6,2,G02,3.410405546
S1500,wt,1,1,2,G03,2.486867203
S1500,wt,1,2,2,G03,1.04986751
S1500,wt,1,3,2,G03,2.198877995
S1500,wt,1,4,2,G03,2.260623466
S1500,wt,1,5,2,G03,2.086762199
S1500,wt,1,6,2,G03,2.648935989
S1500,wt,2,1,2,G03,2.539578388
S1500,wt,2,2,2,G03,2.954595203
S1500,wt,2,3,2,G03,2.534714898
S1500,wt,2,4,2,G03,2.664061349
S1500,wt,2,5,2,G03,2.253944781
S1500,wt,2,6,2,G03,2.775197708
S1500,bglu28bglu30,1,1,2,G03,3.165546116
S1500,bglu28bglu30,1,2,2,G03,2.302347006
S1500,bglu28bglu30,1,3,2,G03,2.228058446
S1500,bglu28bglu30,1,4,2,G03,2.13327362
S1500,bglu28bglu30,1,5,2,G03,1.801991986
S1500,bglu28bglu30,1,6,2,G03,1.072435516
S1500,bglu28bglu30,2,1,2,G03,2.503757493
S1500,bglu28bglu30,2,2,2,G03,1.956124199
S1500,bglu28bglu30,2,3,2,G03,2.215516403
S1500,bglu28bglu30,2,4,2,G03,2.896002726
S1500,bglu28bglu30,2,5,2,G03,2.130075738
S1500,bglu28bglu30,2,6,2,G03,2.818757713
S30,wt,1,1,2,G03,0.530695964
S30,wt,1,2,2,G03,0.703123169
S30,wt,1,3,2,G03,0.8368068
S30,wt,1,4,2,G03,1.035329469
S30,wt,1,5,2,G03,0.871776927
S30,wt,1,6,2,G03,0.568795256
S30,wt,2,1,2,G03,0.557212414
S30,wt,2,2,2,G03,0.552999015
S30,wt,2,3,2,G03,0.536697361
S30,wt,2,4,2,G03,0.503860817
S30,wt,2,5,2,G03,0.576034343
S30,wt,2,6,2,G03,1.043652143
S30,bglu28bglu30,1,1,2,G03,0.980327018
S30,bglu28bglu30,1,2,2,G03,0.990818787
S30,bglu28bglu30,1,3,2,G03,0.774400868
S30,bglu28bglu30,1,4,2,G03,0.7309408
S30,bglu28bglu30,1,5,2,G03,1.005969096
S30,bglu28bglu30,1,6,2,G03,0.932332031
S30,bglu28bglu30,2,1,2,G03,0.655510594
S30,bglu28bglu30,2,2,2,G03,0.488774275
S30,bglu28bglu30,2,3,2,G03,0.450503496
S30,bglu28bglu30,2,4,2,G03,0.698349245
S30,bglu28bglu30,2,5,2,G03,0.609507255
S30,bglu28bglu30,2,6,2,G03,0.655279203
S3,wt,1,1,2,G03,0.05777443
S3,wt,1,2,2,G03,0.063254753
S3,wt,1,3,2,G03,0.029761512
S3,wt,1,4,2,G03,0.063298616
S3,wt,1,5,2,G03,0.18317171
S3,wt,1,6,2,G03,0.109567402
S3,wt,2,1,2,G03,0.068851318
S3,wt,2,2,2,G03,0.079909724
S3,wt,2,3,2,G03,0.106670125
S3,wt,2,4,2,G03,0.151359433
S3,wt,2,5,2,G03,0.087581494
S3,wt,2,6,2,G03,0.120163112
S3,bglu28bglu30,1,1,2,G03,0.177090316
S3,bglu28bglu30,1,2,2,G03,0.16927878
S3,bglu28bglu30,1,3,2,G03,0.173695318
S3,bglu28bglu30,1,4,2,G03,0.186563462
S3,bglu28bglu30,1,5,2,G03,0.212306645
S3,bglu28bglu30,1,6,2,G03,0.194570507
S3,bglu28bglu30,2,1,2,G03,0.075693223
S3,bglu28bglu30,2,2,2,G03,0.251939918
S3,bglu28bglu30,2,3,2,G03,0.098133021
S3,bglu28bglu30,2,4,2,G03,0.128943854
S3,bglu28bglu30,2,5,2,G03,0.167086668
S3,bglu28bglu30,2,6,2,G03,0.166964549
S1500,wt,1,1,2,G04,0.65984977
S1500,wt,1,2,2,G04,0.441708686
S1500,wt,1,3,2,G04,0.856985609
S1500,wt,1,4,2,G04,0.771153283
S1500,wt,1,5,2,G04,0.70779039
S1500,wt,1,6,2,G04,0.824975054
S1500,wt,2,1,2,G04,0.842638699
S1500,wt,2,2,2,G04,0.643535185
S1500,wt,2,3,2,G04,0.578952908
S1500,wt,2,4,2,G04,0.865457266
S1500,wt,2,5,2,G04,0.583293675
S1500,wt,2,6,2,G04,0.766959662
S1500,bglu28bglu30,1,1,2,G04,0.897436859
S1500,bglu28bglu30,1,2,2,G04,0.710629388
S1500,bglu28bglu30,1,3,2,G04,0.673246365
S1500,bglu28bglu30,1,4,2,G04,0.67884992
S1500,bglu28bglu30,1,5,2,G04,0.707258363
S1500,bglu28bglu30,1,6,2,G04,1.259766722
S1500,bglu28bglu30,2,1,2,G04,0.668761215
S1500,bglu28bglu30,2,2,2,G04,0.578637492
S1500,bglu28bglu30,2,3,2,G04,0.714129157
S1500,bglu28bglu30,2,4,2,G04,0.663848932
S1500,bglu28bglu30,2,5,2,G04,0.470314192
S1500,bglu28bglu30,2,6,2,G04,0.926890509
S30,wt,1,1,2,G04,0.167077997
S30,wt,1,2,2,G04,0.162890599
S30,wt,1,3,2,G04,0.212646869
S30,wt,1,4,2,G04,0.249197026
S30,wt,1,5,2,G04,0.319908314
S30,wt,1,6,2,G04,0.282015762
S30,wt,2,1,2,G04,0.315576853
S30,wt,2,2,2,G04,0.193547253
S30,wt,2,3,2,G04,0.146713667
S30,wt,2,4,2,G04,0.20966588
S30,wt,2,5,2,G04,0.391966697
S30,wt,2,6,2,G04,0.252231132
S30,bglu28bglu30,1,1,2,G04,0.335110371
S30,bglu28bglu30,1,2,2,G04,0.403526794
S30,bglu28bglu30,1,3,2,G04,0.339666345
S30,bglu28bglu30,1,4,2,G04,0.235831051
S30,bglu28bglu30,1,5,2,G04,0.297601392
S30,bglu28bglu30,1,6,2,G04,0.349919271
S30,bglu28bglu30,2,1,2,G04,0.236687222
S30,bglu28bglu30,2,2,2,G04,0.167250672
S30,bglu28bglu30,2,3,2,G04,0.251226769
S30,bglu28bglu30,2,4,2,G04,0.275669614
S30,bglu28bglu30,2,5,2,G04,0.262648239
S30,bglu28bglu30,2,6,2,G04,0.232664401
S3,wt,1,1,2,G04,0.09873681
S3,wt,1,2,2,G04,0.178752604
S3,wt,1,3,2,G04,0.221121573
S3,wt,1,4,2,G04,0.281203811
S3,wt,1,5,2,G04,0.469174175
S3,wt,1,6,2,G04,0.272222949
S3,wt,2,1,2,G04,0.185281049
S3,wt,2,2,2,G04,0.237986777
S3,wt,2,3,2,G04,0.19121484
S3,wt,2,4,2,G04,0.30679578
S3,wt,2,5,2,G04,0.156460164
S3,wt,2,6,2,G04,0.183967704
S3,bglu28bglu30,1,1,2,G04,0.279334148
S3,bglu28bglu30,1,2,2,G04,0.260535002
S3,bglu28bglu30,1,3,2,G04,0.223094661
S3,bglu28bglu30,1,4,2,G04,0.246801992
S3,bglu28bglu30,1,5,2,G04,0.336713855
S3,bglu28bglu30,1,6,2,G04,0.36379942
S3,bglu28bglu30,2,1,2,G04,0.144252305
S3,bglu28bglu30,2,2,2,G04,0.338762496
S3,bglu28bglu30,2,3,2,G04,0.207762888
S3,bglu28bglu30,2,4,2,G04,0.160891023
S3,bglu28bglu30,2,5,2,G04,0.250096279
S3,bglu28bglu30,2,6,2,G04,0.17762063
S1500,wt,1,1,2,G05,1.652817848
S1500,wt,1,2,2,G05,0.819967015
S1500,wt,1,3,2,G05,2.287352357
S1500,wt,1,4,2,G05,3.085192992
S1500,wt,1,5,2,G05,1.916492585
S1500,wt,1,6,2,G05,2.774156355
S1500,wt,2,1,2,G05,2.398464095
S1500,wt,2,2,2,G05,2.258344085
S1500,wt,2,3,2,G05,2.478206774
S1500,wt,2,4,2,G05,2.631878478
S1500,wt,2,5,2,G05,1.92847916
S1500,wt,2,6,2,G05,2.523206444
S1500,bglu28bglu30,1,1,2,G05,2.797933582
S1500,bglu28bglu30,1,2,2,G05,2.034921638
S1500,bglu28bglu30,1,3,2,G05,2.251081425
S1500,bglu28bglu30,1,4,2,G05,2.592310025
S1500,bglu28bglu30,1,5,2,G05,1.87282126
S1500,bglu28bglu30,1,6,2,G05,5.320812336
S1500,bglu28bglu30,2,1,2,G05,2.466581858
S1500,bglu28bglu30,2,2,2,G05,1.635183586
S1500,bglu28bglu30,2,3,2,G05,2.63347574
S1500,bglu28bglu30,2,4,2,G05,2.840619505
S1500,bglu28bglu30,2,5,2,G05,1.786677269
S1500,bglu28bglu30,2,6,2,G05,2.764474876
S30,wt,1,1,2,G05,0.250432425
S30,wt,1,2,2,G05,0.265094734
S30,wt,1,3,2,G05,0.680580132
S30,wt,1,4,2,G05,0.671152768
S30,wt,1,5,2,G05,0.677044285
S30,wt,1,6,2,G05,0.486515464
S30,wt,2,1,2,G05,0.319588911
S30,wt,2,2,2,G05,0.24732479
S30,wt,2,3,2,G05,0.256543112
S30,wt,2,4,2,G05,0.258300677
S30,wt,2,5,2,G05,0.442869013
S30,wt,2,6,2,G05,0.417846564
S30,bglu28bglu30,1,1,2,G05,0.907785813
S30,bglu28bglu30,1,2,2,G05,1.199323319
S30,bglu28bglu30,1,3,2,G05,0.793368505
S30,bglu28bglu30,1,4,2,G05,0.923222023
S30,bglu28bglu30,1,5,2,G05,0.988781364
S30,bglu28bglu30,1,6,2,G05,1.291604824
S30,bglu28bglu30,2,1,2,G05,0.493307948
S30,bglu28bglu30,2,2,2,G05,0.347368694
S30,bglu28bglu30,2,3,2,G05,0.339951875
S30,bglu28bglu30,2,4,2,G05,0.464089713
S30,bglu28bglu30,2,5,2,G05,0.65742615
S30,bglu28bglu30,2,6,2,G05,0.544811231
S3,wt,1,1,2,G05,0.000361984
S3,wt,1,2,2,G05,0.000327696
S3,wt,1,3,2,G05,0.010621742
S3,wt,1,4,2,G05,0.000396279
S3,wt,1,5,2,G05,0.159347504
S3,wt,1,6,2,G05,0.062487701
S3,wt,2,1,2,G05,0.024541266
S3,wt,2,2,2,G05,0.010377393
S3,wt,2,3,2,G05,0.032550102
S3,wt,2,4,2,G05,0.03132524
S3,wt,2,5,2,G05,0.012332489
S3,wt,2,6,2,G05,0.015406599
S3,bglu28bglu30,1,1,2,G05,0.046775143
S3,bglu28bglu30,1,2,2,G05,0.178579997
S3,bglu28bglu30,1,3,2,G05,0.104255451
S3,bglu28bglu30,1,4,2,G05,0.085265357
S3,bglu28bglu30,1,5,2,G05,0.13386698
S3,bglu28bglu30,1,6,2,G05,0.135173289
S3,bglu28bglu30,2,1,2,G05,0.04045111
S3,bglu28bglu30,2,2,2,G05,0.200797984
S3,bglu28bglu30,2,3,2,G05,0.048413107
S3,bglu28bglu30,2,4,2,G05,0.229372652
S3,bglu28bglu30,2,5,2,G05,0.175892377
S3,bglu28bglu30,2,6,2,G05,0.127983469
S1500,wt,1,1,2,G06,9.617915288
S1500,wt,1,2,2,G06,3.677622224
S1500,wt,1,3,2,G06,11.8002777
S1500,wt,1,4,2,G06,15.19607551
S1500,wt,1,5,2,G06,12.30809886
S1500,wt,1,6,2,G06,15.78194904
S1500,wt,2,1,2,G06,13.43913352
S1500,wt,2,2,2,G06,11.38471946
S1500,wt,2,3,2,G06,13.84245964
S1500,wt,2,4,2,G06,13.78611123
S1500,wt,2,5,2,G06,11.47876221
S1500,wt,2,6,2,G06,13.40317994
S1500,bglu28bglu30,1,1,2,G06,16.32412278
S1500,bglu28bglu30,1,2,2,G06,10.90351015
S1500,bglu28bglu30,1,3,2,G06,12.57660354
S1500,bglu28bglu30,1,4,2,G06,13.93733375
S1500,bglu28bglu30,1,5,2,G06,9.957676552
S1500,bglu28bglu30,1,6,2,G06,28.28901641
S1500,bglu28bglu30,2,1,2,G06,12.2482885
S1500,bglu28bglu30,2,2,2,G06,9.24612916
S1500,bglu28bglu30,2,3,2,G06,12.16789365
S1500,bglu28bglu30,2,4,2,G06,13.37955558
S1500,bglu28bglu30,2,5,2,G06,9.442047375
S1500,bglu28bglu30,2,6,2,G06,14.59884106
S30,wt,1,1,2,G06,1.069982313
S30,wt,1,2,2,G06,1.276490121
S30,wt,1,3,2,G06,3.183806197
S30,wt,1,4,2,G06,2.998007861
S30,wt,1,5,2,G06,2.823656148
S30,wt,1,6,2,G06,1.81723069
S30,wt,2,1,2,G06,1.289935955
S30,wt,2,2,2,G06,0.69213954
S30,wt,2,3,2,G06,0.882100058
S30,wt,2,4,2,G06,0.726772008
S30,wt,2,5,2,G06,1.937712569
S30,wt,2,6,2,G06,2.134562054
S30,bglu28bglu30,1,1,2,G06,6.314640242
S30,bglu28bglu30,1,2,2,G06,8.382058082
S30,bglu28bglu30,1,3,2,G06,6.859530734
S30,bglu28bglu30,1,4,2,G06,8.054104256
S30,bglu28bglu30,1,5,2,G06,7.148238277
S30,bglu28bglu30,1,6,2,G06,8.949955215
S30,bglu28bglu30,2,1,2,G06,3.126169007
S30,bglu28bglu30,2,2,2,G06,1.900393747
S30,bglu28bglu30,2,3,2,G06,1.630172468
S30,bglu28bglu30,2,4,2,G06,2.645802803
S30,bglu28bglu30,2,5,2,G06,3.759632121
S30,bglu28bglu30,2,6,2,G06,3.03983819
S3,wt,1,1,2,G06,0.000361984
S3,wt,1,2,2,G06,0.000327696
S3,wt,1,3,2,G06,0.007576702
S3,wt,1,4,2,G06,0.000396279
S3,wt,1,5,2,G06,0.240961439
S3,wt,1,6,2,G06,0.039733322
S3,wt,2,1,2,G06,0.034915994
S3,wt,2,2,2,G06,0.000363764
S3,wt,2,3,2,G06,0.007742569
S3,wt,2,4,2,G06,0.043137492
S3,wt,2,5,2,G06,0.016391184
S3,wt,2,6,2,G06,0.014486001
S3,bglu28bglu30,1,1,2,G06,0.083621674
S3,bglu28bglu30,1,2,2,G06,0.51238322
S3,bglu28bglu30,1,3,2,G06,0.374340095
S3,bglu28bglu30,1,4,2,G06,0.377422175
S3,bglu28bglu30,1,5,2,G06,0.425095721
S3,bglu28bglu30,1,6,2,G06,0.179703339
S3,bglu28bglu30,2,1,2,G06,0.074231772
S3,bglu28bglu30,2,2,2,G06,0.452825093
S3,bglu28bglu30,2,3,2,G06,0.14608294
S3,bglu28bglu30,2,4,2,G06,0.449814756
S3,bglu28bglu30,2,5,2,G06,0.32897422
S3,bglu28bglu30,2,6,2,G06,0.427746448
S1500,wt,1,1,2,G08,3.543611755
S1500,wt,1,2,2,G08,1.30544025
S1500,wt,1,3,2,G08,5.071815854
S1500,wt,1,4,2,G08,6.001131408
S1500,wt,1,5,2,G08,4.861481553
S1500,wt,1,6,2,G08,6.265384294
S1500,wt,2,1,2,G08,3.951355315
S1500,wt,2,2,2,G08,3.204221594
S1500,wt,2,3,2,G08,5.01484998
S1500,wt,2,4,2,G08,5.301954681
S1500,wt,2,5,2,G08,5.274091339
S1500,wt,2,6,2,G08,5.206232476
S1500,bglu28bglu30,1,1,2,G08,7.863587675
S1500,bglu28bglu30,1,2,2,G08,4.460780928
S1500,bglu28bglu30,1,3,2,G08,6.37392633
S1500,bglu28bglu30,1,4,2,G08,5.561863516
S1500,bglu28bglu30,1,5,2,G08,3.917920402
S1500,bglu28bglu30,1,6,2,G08,9.014508897
S1500,bglu28bglu30,2,1,2,G08,4.565740547
S1500,bglu28bglu30,2,2,2,G08,2.813987129
S1500,bglu28bglu30,2,3,2,G08,4.136857068
S1500,bglu28bglu30,2,4,2,G08,6.733140857
S1500,bglu28bglu30,2,5,2,G08,3.567167869
S1500,bglu28bglu30,2,6,2,G08,5.652246717
S30,wt,1,1,2,G08,1.152341399
S30,wt,1,2,2,G08,2.294581965
S30,wt,1,3,2,G08,4.443098685
S30,wt,1,4,2,G08,4.991407459
S30,wt,1,5,2,G08,4.310525163
S30,wt,1,6,2,G08,4.089389637
S30,wt,2,1,2,G08,1.711535088
S30,wt,2,2,2,G08,0.699832504
S30,wt,2,3,2,G08,1.274980877
S30,wt,2,4,2,G08,2.038137557
S30,wt,2,5,2,G08,2.134028714
S30,wt,2,6,2,G08,2.081017163
S30,bglu28bglu30,1,1,2,G08,14.43337711
S30,bglu28bglu30,1,2,2,G08,16.87269416
S30,bglu28bglu30,1,3,2,G08,19.60589511
S30,bglu28bglu30,1,4,2,G08,18.45518465
S30,bglu28bglu30,1,5,2,G08,17.21582571
S30,bglu28bglu30,1,6,2,G08,20.84880207
S30,bglu28bglu30,2,1,2,G08,8.392212527
S30,bglu28bglu30,2,2,2,G08,5.740748362
S30,bglu28bglu30,2,3,2,G08,6.001342695
S30,bglu28bglu30,2,4,2,G08,6.548605133
S30,bglu28bglu30,2,5,2,G08,9.572902409
S30,bglu28bglu30,2,6,2,G08,6.446066965
S3,wt,1,1,2,G08,0.052595672
S3,wt,1,2,2,G08,0.043901739
S3,wt,1,3,2,G08,0.096384756
S3,wt,1,4,2,G08,0.14605932
S3,wt,1,5,2,G08,1.901109354
S3,wt,1,6,2,G08,0.552896948
S3,wt,2,1,2,G08,0.603073351
S3,wt,2,2,2,G08,0.082104022
S3,wt,2,3,2,G08,0.309333231
S3,wt,2,4,2,G08,0.799363289
S3,wt,2,5,2,G08,0.370734268
S3,wt,2,6,2,G08,2.105940103
S3,bglu28bglu30,1,1,2,G08,0.38068792
S3,bglu28bglu30,1,2,2,G08,3.816772856
S3,bglu28bglu30,1,3,2,G08,5.714353292
S3,bglu28bglu30,1,4,2,G08,2.501508024
S3,bglu28bglu30,1,5,2,G08,1.816040715
S3,bglu28bglu30,1,6,2,G08,2.058283218
S3,bglu28bglu30,2,1,2,G08,0.204474651
S3,bglu28bglu30,2,2,2,G08,10.18173646
S3,bglu28bglu30,2,3,2,G08,1.5071464
S3,bglu28bglu30,2,4,2,G08,3.934704126
S3,bglu28bglu30,2,5,2,G08,5.297581091
S3,bglu28bglu30,2,6,2,G08,5.39599919
S1500,wt,1,1,2,G09,0.350112693
S1500,wt,1,2,2,G09,0.085885986
S1500,wt,1,3,2,G09,0.364535276
S1500,wt,1,4,2,G09,0.402024627
S1500,wt,1,5,2,G09,0.448230961
S1500,wt,1,6,2,G09,0.500257068
S1500,wt,2,1,2,G09,0.443659845
S1500,wt,2,2,2,G09,0.320808322
S1500,wt,2,3,2,G09,0.476101048
S1500,wt,2,4,2,G09,0.525788726
S1500,wt,2,5,2,G09,0.430826481
S1500,wt,2,6,2,G09,0.427242958
S1500,bglu28bglu30,1,1,2,G09,0.625678039
S1500,bglu28bglu30,1,2,2,G09,0.448578021
S1500,bglu28bglu30,1,3,2,G09,0.466794688
S1500,bglu28bglu30,1,4,2,G09,0.445180165
S1500,bglu28bglu30,1,5,2,G09,0.255420921
S1500,bglu28bglu30,1,6,2,G09,0.325494461
S1500,bglu28bglu30,2,1,2,G09,0.418011915
S1500,bglu28bglu30,2,2,2,G09,0.213008392
S1500,bglu28bglu30,2,3,2,G09,0.329376841
S1500,bglu28bglu30,2,4,2,G09,0.51647643
S1500,bglu28bglu30,2,5,2,G09,0.309040708
S1500,bglu28bglu30,2,6,2,G09,0.4743161
S30,wt,1,1,2,G09,0.082048034
S30,wt,1,2,2,G09,0.108395122
S30,wt,1,3,2,G09,0.23088577
S30,wt,1,4,2,G09,0.317604065
S30,wt,1,5,2,G09,0.225856841
S30,wt,1,6,2,G09,0.209213023
S30,wt,2,1,2,G09,0.063246618
S30,wt,2,2,2,G09,0.027480298
S30,wt,2,3,2,G09,0.060856045
S30,wt,2,4,2,G09,0.118781116
S30,wt,2,5,2,G09,0.131333741
S30,wt,2,6,2,G09,0.121561927
S30,bglu28bglu30,1,1,2,G09,0.73748161
S30,bglu28bglu30,1,2,2,G09,0.66818546
S30,bglu28bglu30,1,3,2,G09,0.756053679
S30,bglu28bglu30,1,4,2,G09,0.78338197
S30,bglu28bglu30,1,5,2,G09,0.692249821
S30,bglu28bglu30,1,6,2,G09,0.995531324
S30,bglu28bglu30,2,1,2,G09,0.353970859
S30,bglu28bglu30,2,2,2,G09,0.136797696
S30,bglu28bglu30,2,3,2,G09,0.218372428
S30,bglu28bglu30,2,4,2,G09,0.255742734
S30,bglu28bglu30,2,5,2,G09,0.349070283
S30,bglu28bglu30,2,6,2,G09,0.22901167
S3,wt,1,1,2,G09,0.025281747
S3,wt,1,2,2,G09,0.01152761
S3,wt,1,3,2,G09,0.034078001
S3,wt,1,4,2,G09,0.006054983
S3,wt,1,5,2,G09,0.127009808
S3,wt,1,6,2,G09,0.088269085
S3,wt,2,1,2,G09,0.082344129
S3,wt,2,2,2,G09,0.027308362
S3,wt,2,3,2,G09,0.093674454
S3,wt,2,4,2,G09,0.072729321
S3,wt,2,5,2,G09,0.070483704
S3,wt,2,6,2,G09,0.218511108
S3,bglu28bglu30,1,1,2,G09,0.056369952
S3,bglu28bglu30,1,2,2,G09,0.167621083
S3,bglu28bglu30,1,3,2,G09,0.438225311
