sulfur,genotype,pot,sample,batch,cpd,value
S3,bglu28bglu30,1,2,2,G20,5.41942403
S3,bglu28bglu30,1,3,2,G20,2.306520117
S3,bglu28bglu30,1,4,2,G20,3.967813361
S3,bglu28bglu30,1,5,2,G20,5.2426991
S3,bglu28bglu30,1,6,2,G20,7.644047016
S3,bglu28bglu30,2,1,2,G20,2.440252575
S3,bglu28bglu30,2,2,2,G20,5.759071706
S3,bglu28bglu30,2,3,2,G20,3.182274101
S3,bglu28bglu30,2,4,2,G20,3.074680015
S3,bglu28bglu30,2,5,2,G20,5.171590111
S3,bglu28bglu30,2,6,2,G20,3.847260382
S1500,wt,1,1,3,G01,2.899990159
S1500,wt,1,2,3,G01,1.675163554
S1500,wt,1,3,3,G01,2.675271644
S1500,wt,1,4,3,G01,2.222267635
S1500,wt,1,5,3,G01,2.312724803
S1500,wt,1,6,3,G01,3.191804583
S1500,wt,2,1,3,G01,7.432588688
S1500,wt,2,2,3,G01,4.10185112
S1500,wt,2,3,3,G01,5.566882085
S1500,wt,2,4,3,G01,6.247959122
S1500,wt,2,5,3,G01,5.590845248
S1500,wt,2,6,3,G01,6.457617997
S1500,bglu28bglu30,1,1,3,G01,4.266098886
S1500,bglu28bglu30,1,2,3,G01,2.040767256
S1500,bglu28bglu30,1,3,3,G01,5.134270088
S1500,bglu28bglu30,1,4,3,G01,1.943032449
S1500,bglu28bglu30,1,5,3,G01,5.816679879
S1500,bglu28bglu30,1,6,3,G01,2.197560677
S1500,bglu28bglu30,2,1,3,G01,4.866323687
S1500,bglu28bglu30,2,2,3,G01,4.055884008
S1500,bglu28bglu30,2,3,3,G01,5.355223694
S1500,bglu28bglu30,2,4,3,G01,5.190596056
S1500,bglu28bglu30,2,5,3,G01,6.440656629
S1500,bglu28bglu30,2,6,3,G01,6.469806638
S30,wt,1,1,3,G01,4.831493382
S30,wt,1,2,3,G01,3.87358708
S30,wt,1,3,3,G01,5.448275019
S30,wt,1,4,3,G01,2.680053604
S30,wt,1,5,3,G01,6.44277922
S30,wt,1,6,3,G01,4.712354042
S30,wt,2,1,3,G01,8.61551835
S30,wt,2,2,3,G01,6.388569361
S30,wt,2,3,3,G01,5.032005021
S30,wt,2,4,3,G01,6.806860004
S30,wt,2,5,3,G01,6.49948241
S30,wt,2,6,3,G01,6.541097069
S30,bglu28bglu30,1,1,3,G01,4.506549814
S30,bglu28bglu30,1,2,3,G01,6.442574346
S30,bglu28bglu30,1,3,3,G01,2.423139877
S30,bglu28bglu30,1,4,3,G01,4.098100968
S30,bglu28bglu30,1,5,3,G01,3.710477681
S30,bglu28bglu30,1,6,3,G01,2.930739142
S30,bglu28bglu30,2,1,3,G01,3.127057359
S30,bglu28bglu30,2,2,3,G01,6.814580481
S30,bglu28bglu30,2,3,3,G01,2.774369703
S30,bglu28bglu30,2,4,3,G01,4.456042136
S30,bglu28bglu30,2,5,3,G01,1.988737126
S30,bglu28bglu30,2,6,3,G01,4.833478405
S3,wt,1,1,3,G01,0.252763333
S3,wt,1,2,3,G01,0.359878446
S3,wt,1,3,3,G01,0.10173513
S3,wt,1,4,3,G01,0.214811567
S3,wt,1,5,3,G01,0.173630514
S3,wt,1,6,3,G01,0.14000008
S3,wt,2,1,3,G01,0.57570495
S3,wt,2,2,3,G01,0.367666602
S3,wt,2,4,3,G01,0.317323353
S3,wt,2,5,3,G01,0.239872941
S3,wt,2,6,3,G01,0.199955244
S3,bglu28bglu30,1,1,3,G01,0.270578485
S3,bglu28bglu30,1,2,3,G01,0.356375469
S3,bglu28bglu30,1,3,3,G01,0.201638432
S3,bglu28bglu30,1,4,3,G01,0.301433864
S3,bglu28bglu30,1,5,3,G01,0.321799995
S3,bglu28bglu30,1,6,3,G01,0.197425827
S3,bglu28bglu30,2,1,3,G01,0.826988852
S3,bglu28bglu30,2,2,3,G01,0.80575805
S3,bglu28bglu30,2,3,3,G01,0.474356103
S3,bglu28bglu30,2,4,3,G01,1.71256646
S3,bglu28bglu30,2,5,3,G01,1.180811767
S3,bglu28bglu30,2,6,3,G01,1.024891004
S1500,wt,1,1,3,G02,23.50073893
S1500,wt,1,2,3,G02,12.68498513
S1500,wt,1,3,3,G02,20.92325034
S1500,wt,1,4,3,G02,16.35478832
S1500,wt,1,5,3,G02,16.99556905
S1500,wt,1,6,3,G02,23.74352991
S1500,wt,2,1,3,G02,53.58653481
S1500,wt,2,2,3,G02,29.62234395
S1500,wt,2,3,3,G02,38.76183632
S1500,wt,2,4,3,G02,42.84037652
S1500,wt,2,5,3,G02,42.45897746
S1500,wt,2,6,3,G02,48.03392451
S1500,bglu28bglu30,1,1,3,G02,31.2773535
S1500,bglu28bglu30,1,2,3,G02,16.09645904
S1500,bglu28bglu30,1,3,3,G02,39.65276578
S1500,bglu28bglu30,1,4,3,G02,15.11777335
S1500,bglu28bglu30,1,5,3,G02,47.44585758
S1500,bglu28bglu30,1,6,3,G02,16.62007647
S1500,bglu28bglu30,2,1,3,G02,36.3363841
S1500,bglu28bglu30,2,2,3,G02,29.30404319
S1500,bglu28bglu30,2,3,3,G02,36.23130189
S1500,bglu28bglu30,2,4,3,G02,36.9181764
S1500,bglu28bglu30,2,5,3,G02,50.74441557
S1500,bglu28bglu30,2,6,3,G02,47.64864692
S30,wt,1,1,3,G02,34.31373689
S30,wt,1,2,3,G02,27.32408391
S30,wt,1,3,3,G02,38.31360927
S30,wt,1,4,3,G02,20.51404814
S30,wt,1,5,3,G02,42.09408232
S30,wt,1,6,3,G02,33.63850449
S30,wt,2,1,3,G02,61.1398052
S30,wt,2,2,3,G02,43.48800769
S30,wt,2,3,3,G02,35.15935473
S30,wt,2,4,3,G02,46.55904362
S30,wt,2,5,3,G02,46.26861074
S30,wt,2,6,3,G02,46.70106288
S30,bglu28bglu30,1,1,3,G02,31.56999035
S30,bglu28bglu30,1,2,3,G02,46.46376643
S30,bglu28bglu30,1,3,3,G02,17.03241519
S30,bglu28bglu30,1,4,3,G02,30.8895872
S30,bglu28bglu30,1,5,3,G02,30.9943844
S30,bglu28bglu30,1,6,3,G02,21.76826798
S30,bglu28bglu30,2,1,3,G02,22.46069224
S30,bglu28bglu30,2,2,3,G02,48.66494314
S30,bglu28bglu30,2,3,3,G02,19.81755549
S30,bglu28bglu30,2,4,3,G02,32.71528107
S30,bglu28bglu30,2,5,3,G02,14.85649684
S30,bglu28bglu30,2,6,3,G02,37.61429871
S3,wt,1,1,3,G02,1.040067067
S3,wt,1,2,3,G02,1.546021105
S3,wt,1,3,3,G02,0.401451745
S3,wt,1,4,3,G02,0.899818969
S3,wt,1,5,3,G02,0.711166701
S3,wt,1,6,3,G02,0.508049037
S3,wt,2,1,3,G02,2.454281748
S3,wt,2,2,3,G02,1.340652734
S3,wt,2,4,3,G02,1.283140738
S3,wt,2,5,3,G02,0.94117927
S3,wt,2,6,3,G02,0.804708535
S3,bglu28bglu30,1,1,3,G02,0.713777447
S3,bglu28bglu30,1,2,3,G02,1.110972426
S3,bglu28bglu30,1,3,3,G02,0.595775358
S3,bglu28bglu30,1,4,3,G02,1.141013918
S3,bglu28bglu30,1,5,3,G02,1.111974122
S3,bglu28bglu30,1,6,3,G02,0.727039532
S3,bglu28bglu30,2,1,3,G02,3.537394291
S3,bglu28bglu30,2,2,3,G02,3.222477793
S3,bglu28bglu30,2,3,3,G02,1.931268843
S3,bglu28bglu30,2,4,3,G02,10.07495228
S3,bglu28bglu30,2,5,3,G02,4.762417986
S3,bglu28bglu30,2,6,3,G02,4.480236633
S1500,wt,1,1,3,G03,0.606187322
S1500,wt,1,2,3,G03,0.335360099
S1500,wt,1,3,3,G03,0.557008266
S1500,wt,1,4,3,G03,0.33879553
S1500,wt,1,5,3,G03,0.45663733
S1500,wt,1,6,3,G03,0.675521276
S1500,wt,2,1,3,G03,1.376003851
S1500,wt,2,2,3,G03,0.743814091
S1500,wt,2,3,3,G03,1.05112568
S1500,wt,2,4,3,G03,1.212063435
S1500,wt,2,5,3,G03,1.199873829
S1500,wt,2,6,3,G03,1.217089874
S1500,bglu28bglu30,1,1,3,G03,0.807653841
S1500,bglu28bglu30,1,2,3,G03,0.413021737
S1500,bglu28bglu30,1,3,3,G03,1.046880812
S1500,bglu28bglu30,1,4,3,G03,0.356355921
S1500,bglu28bglu30,1,5,3,G03,1.159530308
S1500,bglu28bglu30,1,6,3,G03,0.422254565
S1500,bglu28bglu30,2,1,3,G03,1.323112863
S1500,bglu28bglu30,2,2,3,G03,0.928432956
S1500,bglu28bglu30,2,3,3,G03,1.157884955
S1500,bglu28bglu30,2,4,3,G03,0.974668942
S1500,bglu28bglu30,2,5,3,G03,1.538009994
S1500,bglu28bglu30,2,6,3,G03,1.285928867
S30,wt,1,1,3,G03,1.288843413
S30,wt,1,2,3,G03,0.765108392
S30,wt,1,3,3,G03,1.217993624
S30,wt,1,4,3,G03,0.597773267
S30,wt,1,5,3,G03,1.361122142
S30,wt,1,6,3,G03,0.955292721
S30,wt,2,1,3,G03,1.64691424
S30,wt,2,2,3,G03,1.362183384
S30,wt,2,3,3,G03,0.851868559
S30,wt,2,4,3,G03,1.316802723
S30,wt,2,5,3,G03,1.182839137
S30,wt,2,6,3,G03,1.43037366
S30,bglu28bglu30,1,1,3,G03,0.971858647
S30,bglu28bglu30,1,2,3,G03,1.554855855
S30,bglu28bglu30,1,3,3,G03,0.691917896
S30,bglu28bglu30,1,4,3,G03,0.949189587
S30,bglu28bglu30,1,5,3,G03,0.945868846
S30,bglu28bglu30,1,6,3,G03,0.557775364
S30,bglu28bglu30,2,1,3,G03,0.718382993
S30,bglu28bglu30,2,2,3,G03,1.491853054
S30,bglu28bglu30,2,3,3,G03,0.629947405
S30,bglu28bglu30,2,4,3,G03,0.963520634
S30,bglu28bglu30,2,5,3,G03,0.476981803
S30,bglu28bglu30,2,6,3,G03,1.08191226
S3,wt,1,1,3,G03,0.034558383
S3,wt,1,2,3,G03,0.063898448
S3,wt,1,3,3,G03,0.022883237
S3,wt,1,4,3,G03,0.053477808
S3,wt,1,5,3,G03,0.051674584
S3,wt,1,6,3,G03,0.021756271
S3,wt,2,1,3,G03,0.128127095
S3,wt,2,2,3,G03,0.08341448
S3,wt,2,4,3,G03,0.089142245
S3,wt,2,5,3,G03,0.047845774
S3,wt,2,6,3,G03,0.030637233
S3,bglu28bglu30,1,1,3,G03,0.005603668
S3,bglu28bglu30,1,2,3,G03,0.068965616
S3,bglu28bglu30,1,3,3,G03,0.056346435
S3,bglu28bglu30,1,4,3,G03,0.065808558
S3,bglu28bglu30,1,5,3,G03,0.081517251
S3,bglu28bglu30,1,6,3,G03,0.047958371
S3,bglu28bglu30,2,1,3,G03,0.132650299
S3,bglu28bglu30,2,2,3,G03,0.145448339
S3,bglu28bglu30,2,3,3,G03,0.087745953
S3,bglu28bglu30,2,4,3,G03,0.41601026
S3,bglu28bglu30,2,5,3,G03,0.222148976
S3,bglu28bglu30,2,6,3,G03,0.172568932
S1500,wt,1,1,3,G04,0.189863523
S1500,wt,1,2,3,G04,0.106342128
S1500,wt,1,3,3,G04,0.059591186
S1500,wt,1,4,3,G04,0.105998256
S1500,wt,1,5,3,G04,0.107438883
S1500,wt,1,6,3,G04,0.164200418
S1500,wt,2,1,3,G04,0.32495233
S1500,wt,2,2,3,G04,0.222902749
S1500,wt,2,3,3,G04,0.146682483
S1500,wt,2,4,3,G04,0.127006098
S1500,wt,2,5,3,G04,0.278049821
S1500,wt,2,6,3,G04,0.370446219
S1500,bglu28bglu30,1,1,3,G04,0.206013221
S1500,bglu28bglu30,1,2,3,G04,0.083546071
S1500,bglu28bglu30,1,3,3,G04,0.27419008
S1500,bglu28bglu30,1,4,3,G04,0.114357153
S1500,bglu28bglu30,1,5,3,G04,0.320204525
S1500,bglu28bglu30,1,6,3,G04,0.087540392
S1500,bglu28bglu30,2,1,3,G04,0.251013378
S1500,bglu28bglu30,2,2,3,G04,0.111737831
S1500,bglu28bglu30,2,3,3,G04,0.16022949
S1500,bglu28bglu30,2,4,3,G04,0.16555314
S1500,bglu28bglu30,2,5,3,G04,0.368574107
S1500,bglu28bglu30,2,6,3,G04,0.25862714
S30,wt,1,1,3,G04,0.11214921
S30,wt,1,2,3,G04,0.126331071
S30,wt,1,3,3,G04,0.168066531
S30,wt,1,4,3,G04,0.080660605
S30,wt,1,5,3,G04,0.181947387
S30,wt,1,6,3,G04,0.121883313
S30,wt,2,1,3,G04,0.268130682
S30,wt,2,2,3,G04,0.124796961
S30,wt,2,3,3,G04,0.223349744
S30,wt,2,4,3,G04,0.205092231
S30,wt,2,5,3,G04,0.185939536
S30,wt,2,6,3,G04,0.454132614
S30,bglu28bglu30,1,1,3,G04,0.153403602
S30,bglu28bglu30,1,2,3,G04,0.23384745
S30,bglu28bglu30,1,3,3,G04,0.068321768
S30,bglu28bglu30,1,4,3,G04,0.278230471
S30,bglu28bglu30,1,5,3,G04,0.197415727
S30,bglu28bglu30,1,6,3,G04,0.096559031
S30,bglu28bglu30,2,1,3,G04,0.086745403
S30,bglu28bglu30,2,2,3,G04,0.357962498
S30,bglu28bglu30,2,3,3,G04,0.103818026
S30,bglu28bglu30,2,4,3,G04,0.158757909
S30,bglu28bglu30,2,5,3,G04,0.096639148
S30,bglu28bglu30,2,6,3,G04,0.362745816
S3,wt,1,1,3,G04,0.044477736
S3,wt,1,2,3,G04,0.079287107
S3,wt,1,3,3,G04,0.059871226
S3,wt,1,4,3,G04,0.084755286
S3,wt,1,5,3,G04,0.12226798
S3,wt,1,6,3,G04,0.125791472
S3,wt,2,1,3,G04,0.155579739
S3,wt,2,2,3,G04,0.175860775
S3,wt,2,4,3,G04,0.104636629
S3,wt,2,5,3,G04,0.095112555
S3,wt,2,6,3,G04,0.102084304
S3,bglu28bglu30,1,1,3,G04,0.039933611
S3,bglu28bglu30,1,2,3,G04,0.013175752
S3,bglu28bglu30,1,3,3,G04,0.033392235
S3,bglu28bglu30,1,4,3,G04,0.112476681
S3,bglu28bglu30,1,5,3,G04,0.077143981
S3,bglu28bglu30,1,6,3,G04,0.052774213
S3,bglu28bglu30,2,1,3,G04,0.150706955
S3,bglu28bglu30,2,2,3,G04,0.038496632
S3,bglu28bglu30,2,3,3,G04,0.166099993
S3,bglu28bglu30,2,4,3,G04,0.129202815
S3,bglu28bglu30,2,5,3,G04,0.151610738
S3,bglu28bglu30,2,6,3,G04,0.222701894
S1500,wt,1,1,3,G05,0.549046662
S1500,wt,1,2,3,G05,0.283388516
S1500,wt,1,3,3,G05,0.664191995
S1500,wt,1,4,3,G05,0.435050711
S1500,wt,1,5,3,G05,0.456846651
S1500,wt,1,6,3,G05,0.478321023
S1500,wt,2,1,3,G05,1.067062274
S1500,wt,2,2,3,G05,0.620415356
S1500,wt,2,3,3,G05,0.832713361
S1500,wt,2,4,3,G05,0.853935381
S1500,wt,2,5,3,G05,1.191590085
S1500,wt,2,6,3,G05,1.341391299
S1500,bglu28bglu30,1,1,3,G05,0.836981638
S1500,bglu28bglu30,1,2,3,G05,0.539489299
S1500,bglu28bglu30,1,3,3,G05,0.901364326
S1500,bglu28bglu30,1,4,3,G05,0.445346367
S1500,bglu28bglu30,1,5,3,G05,1.380962537
S1500,bglu28bglu30,1,6,3,G05,0.47940648
S1500,bglu28bglu30,2,1,3,G05,1.013570909
S1500,bglu28bglu30,2,2,3,G05,0.703351181
S1500,bglu28bglu30,2,3,3,G05,0.836577009
S1500,bglu28bglu30,2,4,3,G05,1.124440161
S1500,bglu28bglu30,2,5,3,G05,1.527454895
S1500,bglu28bglu30,2,6,3,G05,1.410428387
S30,wt,1,1,3,G05,0.783710323
S30,wt,1,2,3,G05,0.687657813
S30,wt,1,3,3,G05,1.074708372
S30,wt,1,4,3,G05,0.516944255
S30,wt,1,5,3,G05,1.116497312
S30,wt,1,6,3,G05,0.775491881
S30,wt,2,1,3,G05,1.627744467
S30,wt,2,2,3,G05,0.785363416
S30,wt,2,3,3,G05,0.756067627
S30,wt,2,4,3,G05,1.015380068
S30,wt,2,5,3,G05,0.936360565
S30,wt,2,6,3,G05,1.442696842
S30,bglu28bglu30,1,1,3,G05,0.841511672
S30,bglu28bglu30,1,2,3,G05,1.540427296
S30,bglu28bglu30,1,3,3,G05,0.39621878
S30,bglu28bglu30,1,4,3,G05,0.892813673
S30,bglu28bglu30,1,5,3,G05,0.974211907
S30,bglu28bglu30,1,6,3,G05,0.590009403
S30,bglu28bglu30,2,1,3,G05,0.544327593
S30,bglu28bglu30,2,2,3,G05,1.455723766
S30,bglu28bglu30,2,3,3,G05,0.579049683
S30,bglu28bglu30,2,4,3,G05,0.804307847
S30,bglu28bglu30,2,5,3,G05,0.513550925
S30,bglu28bglu30,2,6,3,G05,1.304415685
S3,wt,1,1,3,G05,0.000135811
S3,wt,1,2,3,G05,0.006492305
S3,wt,1,3,3,G05,0.000130496
S3,wt,1,4,3,G05,0.008724766
S3,wt,1,5,3,G05,0.003545053
S3,wt,1,6,3,G05,0.001934111
S3,wt,2,1,3,G05,0.069247978
S3,wt,2,2,3,G05,0.008348301
S3,wt,2,4,3,G05,0.028012024
S3,wt,2,5,3,G05,0.021996544
S3,wt,2,6,3,G05,0.000128527
S3,bglu28bglu30,1,1,3,G05,0.045659517
S3,bglu28bglu30,1,2,3,G05,0.10391236
S3,bglu28bglu30,1,3,3,G05,0.053786381
S3,bglu28bglu30,1,4,3,G05,0.096172876
S3,bglu28bglu30,1,5,3,G05,0.085143815
S3,bglu28bglu30,1,6,3,G05,0.059325668
S3,bglu28bglu30,2,1,3,G05,0.204449278
S3,bglu28bglu30,2,2,3,G05,0.247631786
S3,bglu28bglu30,2,3,3,G05,0.187066333
S3,bglu28bglu30,2,4,3,G05,0.738637021
S3,bglu28bglu30,2,5,3,G05,0.401982755
S3,bglu28bglu30,2,6,3,G05,0.400287098
S1500,wt,1,1,3,G06,4.492482602
S1500,wt,1,2,3,G06,2.297655825
S1500,wt,1,3,3,G06,4.437275924
S1500,wt,1,4,3,G06,3.636151527
S1500,wt,1,5,3,G06,3.038165318
S1500,wt,1,6,3,G06,4.065347158
S1500,wt,2,1,3,G06,6.44197878
S1500,wt,2,2,3,G06,4.839479316
S1500,wt,2,3,3,G06,6.469920625
S1500,wt,2,4,3,G06,6.506427969
S1500,wt,2,5,3,G06,8.070799596
S1500,wt,2,6,3,G06,9.35055185
S1500,bglu28bglu30,1,1,3,G06,6.291058145
S1500,bglu28bglu30,1,2,3,G06,3.449028392
S1500,bglu28bglu30,1,3,3,G06,8.470315372
S1500,bglu28bglu30,1,4,3,G06,3.685031544
S1500,bglu28bglu30,1,5,3,G06,8.540492935
S1500,bglu28bglu30,1,6,3,G06,3.072735162
S1500,bglu28bglu30,2,1,3,G06,6.601839583
S1500,bglu28bglu30,2,2,3,G06,5.144469647
S1500,bglu28bglu30,2,3,3,G06,6.235504388
S1500,bglu28bglu30,2,4,3,G06,8.972690391
S1500,bglu28bglu30,2,5,3,G06,10.02185482
S1500,bglu28bglu30,2,6,3,G06,10.8571081
S30,wt,1,1,3,G06,4.581065168
S30,wt,1,2,3,G06,4.69597484
S30,wt,1,3,3,G06,7.907073191
S30,wt,1,4,3,G06,3.543608417
S30,wt,1,5,3,G06,7.653944179
S30,wt,1,6,3,G06,6.972482429
S30,wt,2,1,3,G06,9.039652355
S30,wt,2,2,3,G06,5.230898466
S30,wt,2,3,3,G06,5.607025919
S30,wt,2,4,3,G06,7.147509733
S30,wt,2,5,3,G06,6.88828161
S30,wt,2,6,3,G06,8.705376225
S30,bglu28bglu30,1,1,3,G06,5.285362979
S30,bglu28bglu30,1,2,3,G06,10.3483636
S30,bglu28bglu30,1,3,3,G06,2.333855719
S30,bglu28bglu30,1,4,3,G06,7.199088937
S30,bglu28bglu30,1,5,3,G06,5.861764349
S30,bglu28bglu30,1,6,3,G06,3.310879974
S30,bglu28bglu30,2,1,3,G06,2.936836282
S30,bglu28bglu30,2,2,3,G06,10.53637082
S30,bglu28bglu30,2,3,3,G06,3.738648771
S30,bglu28bglu30,2,4,3,G06,5.858703614
S30,bglu28bglu30,2,5,3,G06,2.702836728
S30,bglu28bglu30,2,6,3,G06,8.14558594
S3,wt,1,1,3,G06,0.00914162
S3,wt,1,2,3,G06,0.01702259
S3,wt,1,3,3,G06,0.000130496
S3,wt,1,4,3,G06,0.005196168
S3,wt,1,5,3,G06,0.011616831
S3,wt,1,6,3,G06,0.010074478
S3,wt,2,1,3,G06,0.116828714
S3,wt,2,2,3,G06,0.01631886
S3,wt,2,4,3,G06,0.063282965
S3,wt,2,5,3,G06,0.032899673
S3,wt,2,6,3,G06,0.017021719
S3,bglu28bglu30,1,1,3,G06,0.202412069
S3,bglu28bglu30,1,2,3,G06,0.580483416
S3,bglu28bglu30,1,3,3,G06,0.217089782
S3,bglu28bglu30,1,4,3,G06,0.357446243
S3,bglu28bglu30,1,5,3,G06,0.547654383
S3,bglu28bglu30,1,6,3,G06,0.380316613
S3,bglu28bglu30,2,1,3,G06,1.452952731
S3,bglu28bglu30,2,2,3,G06,1.925108602
S3,bglu28bglu30,2,3,3,G06,1.126018967
S3,bglu28bglu30,2,4,3,G06,4.272213154
S3,bglu28bglu30,2,5,3,G06,2.967253385
S3,bglu28bglu30,2,6,3,G06,2.618909671
S1500,wt,1,1,3,G08,1.275901653
S1500,wt,1,2,3,G08,0.500094092
S1500,wt,1,3,3,G08,1.059401836
S1500,wt,1,4,3,G08,1.001419586
S1500,wt,1,5,3,G08,1.015663251
S1500,wt,1,6,3,G08,1.271323838
S1500,wt,2,1,3,G08,2.353642117
S1500,wt,2,2,3,G08,1.523325059
S1500,wt,2,3,3,G08,1.431558512
S1500,wt,2,4,3,G08,1.804179659
S1500,wt,2,5,3,G08,2.671285099
S1500,wt,2,6,3,G08,3.323043393
S1500,bglu28bglu30,1,1,3,G08,1.357981069
S1500,bglu28bglu30,1,2,3,G08,1.022322844
S1500,bglu28bglu30,1,3,3,G08,1.78795526
S1500,bglu28bglu30,1,4,3,G08,1.249328568
S1500,bglu28bglu30,1,5,3,G08,2.645789763
S1500,bglu28bglu30,1,6,3,G08,0.937441026
S1500,bglu28bglu30,2,1,3,G08,2.004862336
S1500,bglu28bglu30,2,2,3,G08,1.028442012
S1500,bglu28bglu30,2,3,3,G08,1.2828263
S1500,bglu28bglu30,2,4,3,G08,2.487713714
S1500,bglu28bglu30,2,5,3,G08,2.181821724
S1500,bglu28bglu30,2,6,3,G08,2.692519105
S30,wt,1,1,3,G08,1.390842239
S30,wt,1,2,3,G08,1.267447607
S30,wt,1,3,3,G08,3.858840241
S30,wt,1,4,3,G08,1.069180007
S30,wt,1,5,3,G08,3.829570405
S30,wt,1,6,3,G08,2.146173842
S30,wt,2,1,3,G08,2.799838471
S30,wt,2,2,3,G08,1.770796337
S30,wt,2,3,3,G08,2.136047672
S30,wt,2,4,3,G08,2.731142041
S30,wt,2,5,3,G08,2.308240277
S30,wt,2,6,3,G08,3.047138842
S30,bglu28bglu30,1,1,3,G08,1.86218058
S30,bglu28bglu30,1,2,3,G08,3.298934015
S30,bglu28bglu30,1,3,3,G08,0.830113292
S30,bglu28bglu30,1,4,3,G08,2.021946396
S30,bglu28bglu30,1,5,3,G08,1.617903483
S30,bglu28bglu30,1,6,3,G08,1.132918045
S30,bglu28bglu30,2,1,3,G08,0.944953951
S30,bglu28bglu30,2,2,3,G08,2.534385836
S30,bglu28bglu30,2,3,3,G08,1.080245467
S30,bglu28bglu30,2,4,3,G08,2.183730025
S30,bglu28bglu30,2,5,3,G08,0.805537198
S30,bglu28bglu30,2,6,3,G08,1.625378875
S3,wt,1,1,3,G08,0.08786297
S3,wt,1,2,3,G08,0.364067844
S3,wt,1,3,3,G08,0.061693124
S3,wt,1,4,3,G08,0.519555651
S3,wt,1,5,3,G08,0.113524784
S3,wt,1,6,3,G08,0.080960449
S3,wt,2,1,3,G08,0.663246803
S3,wt,2,2,3,G08,0.269201003
S3,wt,2,4,3,G08,0.459057007
S3,wt,2,5,3,G08,0.407653922
S3,wt,2,6,3,G08,0.221871777
S3,bglu28bglu30,1,1,3,G08,0.86864661
S3,bglu28bglu30,1,2,3,G08,1.754938601
S3,bglu28bglu30,1,3,3,G08,0.937583692
S3,bglu28bglu30,1,4,3,G08,0.696365778
S3,bglu28bglu30,1,5,3,G08,3.658856512
S3,bglu28bglu30,1,6,3,G08,0.937996757
S3,bglu28bglu30,2,1,3,G08,6.063167942
S3,bglu28bglu30,2,2,3,G08,6.729759587
S3,bglu28bglu30,2,3,3,G08,2.647630017
S3,bglu28bglu30,2,4,3,G08,8.342784892
S3,bglu28bglu30,2,5,3,G08,9.194876008
S3,bglu28bglu30,2,6,3,G08,8.151258312
S1500,wt,1,1,3,G09,0.084755838
S1500,wt,1,2,3,G09,0.039195919
S1500,wt,1,3,3,G09,0.064986637
S1500,wt,1,4,3,G09,0.057188474
S1500,wt,1,5,3,G09,0.060187789
S1500,wt,1,6,3,G09,0.086911477
S1500,wt,2,1,3,G09,0.213225558
S1500,wt,2,2,3,G09,0.096691297
S1500,wt,2,3,3,G09,0.130166791
S1500,wt,2,4,3,G09,0.156308221
S1500,wt,2,5,3,G09,0.168083807
S1500,wt,2,6,3,G09,0.168246679
S1500,bglu28bglu30,1,1,3,G09,0.110686071
S1500,bglu28bglu30,1,2,3,G09,0.048863807
S1500,bglu28bglu30,1,3,3,G09,0.110493588
S1500,bglu28bglu30,1,4,3,G09,0.063786406
S1500,bglu28bglu30,1,5,3,G09,0.202379281
S1500,bglu28bglu30,1,6,3,G09,0.058178859
S1500,bglu28bglu30,2,1,3,G09,0.153705327
S1500,bglu28bglu30,2,2,3,G09,0.087520107
S1500,bglu28bglu30,2,3,3,G09,0.083219915
S1500,bglu28bglu30,2,4,3,G09,0.12879444
S1500,bglu28bglu30,2,5,3,G09,0.136512854
S1500,bglu28bglu30,2,6,3,G09,0.143362318
S30,wt,1,1,3,G09,0.12776838
S30,wt,1,2,3,G09,0.072943529
S30,wt,1,3,3,G09,0.211690514
S30,wt,1,4,3,G09,0.057898861
S30,wt,1,5,3,G09,0.22010134
S30,wt,1,6,3,G09,0.124702447
S30,wt,2,1,3,G09,0.191573989
S30,wt,2,2,3,G09,0.171733934
S30,wt,2,3,3,G09,0.150600519
S30,wt,2,4,3,G09,0.175737232
S30,wt,2,5,3,G09,0.167804577
S30,wt,2,6,3,G09,0.189108602
S30,bglu28bglu30,1,1,3,G09,0.141413899
S30,bglu28bglu30,1,2,3,G09,0.198178832
S30,bglu28bglu30,1,3,3,G09,0.048582462
S30,bglu28bglu30,1,4,3,G09,0.142459104
S30,bglu28bglu30,1,5,3,G09,0.076628017
S30,bglu28bglu30,1,6,3,G09,0.041990722
S30,bglu28bglu30,2,1,3,G09,0.052465963
S30,bglu28bglu30,2,2,3,G09,0.133112318
S30,bglu28bglu30,2,3,3,G09,0.044171805
S30,bglu28bglu30,2,4,3,G09,0.144118896
S30,bglu28bglu30,2,5,3,G09,0.04367365
S30,bglu28bglu30,2,6,3,G09,0.109813809
S3,wt,1,1,3,G09,0.00206621
S3,wt,1,2,3,G09,0.01218805
S3,wt,1,3,3,G09,0.011240674
S3,wt,1,4,3,G09,0.029940527
S3,wt,1,5,3,G09,0.013804587
S3,wt,1,6,3,G09,0.011007476
S3,wt,2,1,3,G09,0.071898119
S3,wt,2,2,3,G09,0.020074508
S3,wt,2,4,3,G09,0.028948642
S3,wt,2,5,3,G09,0.029599034
S3,wt,2,6,3,G09,0.009716007
S3,bglu28bglu30,1,1,3,G09,0.038757672
S3,bglu28bglu30,1,2,3,G09,0.085297291
S3,bglu28bglu30,1,3,3,G09,0.037459968
S3,bglu28bglu30,1,4,3,G09,0.053479212
S3,bglu28bglu30,1,5,3,G09,0.10902863
