sulfur,genotype,cpd,batch,value
S15,tgg45,G02,3,0.001026432
S15,tgg45,G02,4,0.001033604
S15,pen2,G02,1,0.130282881
S15,pen2,G02,2,0.001971877
S15,pen2,G02,3,0.011521879
S15,pen2,G02,4,0.004151711
S15,pyk10,G02,1,0.000399076
S15,pyk10,G02,2,0.31611476
S15,pyk10,G02,3,0.432697865
S15,pyk10,G02,4,0.520579491
S15,bglu18,G02,1,0.22777664
S15,bglu18,G02,2,0.003959324
S15,bglu18,G02,3,0.107080807
S15,bglu18,G02,4,0.236849249
S15,Col,G03,1,0.000394984
S15,Col,G03,2,0.000381309
S15,Col,G03,3,0.000407121
S15,Col,G03,4,0.000391665
S15,Col,G03,5,0.024454489
S15,Col,G03,6,0.008205041
S15,Col,G03,7,0.025492012
S15,bglu2830,G03,1,0.047006026
S15,bglu2830,G03,2,0.099091905
S15,bglu2830,G03,3,0.068950318
S15,bglu2830,G03,4,0.098021367
S15,bglu2830,G03,5,0.121440111
S15,bglu2830,G03,6,0.08558363
S15,bglu2830,G03,7,0.078566166
S15,tgg12,G03,5,0.011335147
S15,tgg12,G03,6,0.001230104
S15,tgg12,G03,7,0.000163541
S15,tgg45,G03,1,0.000381588
S15,tgg45,G03,2,0.000371539
S15,tgg45,G03,3,0.000398769
S15,tgg45,G03,4,0.005518779
S15,pen2,G03,1,0.011173268
S15,pen2,G03,2,0.000399109
S15,pen2,G03,3,0.008285481
S15,pen2,G03,4,0.000396201
S15,pyk10,G03,1,0.005325864
S15,pyk10,G03,2,0.000387748
S15,pyk10,G03,3,0.029207811
S15,pyk10,G03,4,0.014968876
S15,bglu18,G03,1,0.007864451
S15,bglu18,G03,2,0.00040412
S15,bglu18,G03,3,0.012760331
S15,bglu18,G03,4,0.037093639
S15,Col,G04,1,0.000394984
S15,Col,G04,2,0.000381309
S15,Col,G04,3,0.005437999
S15,Col,G04,4,0.000391665
S15,Col,G04,5,0.012771754
S15,Col,G04,6,0.003475056
S15,Col,G04,7,0.011434173
S15,bglu2830,G04,1,0.023286865
S15,bglu2830,G04,2,0.010713692
S15,bglu2830,G04,3,0.052712825
S15,bglu2830,G04,4,0.005237645
S15,bglu2830,G04,5,0.062580722
S15,bglu2830,G04,6,0.035452763
S15,bglu2830,G04,7,0.041085221
S15,tgg12,G04,5,0.002281526
S15,tgg12,G04,6,0.000183707
S15,tgg12,G04,7,0.000163541
S15,tgg45,G04,1,0.000381588
S15,tgg45,G04,2,0.000371539
S15,tgg45,G04,3,0.002694483
S15,tgg45,G04,4,0.007944296
S15,pen2,G04,1,0.000419346
S15,pen2,G04,2,0.000399109
S15,pen2,G04,3,0.013862963
S15,pen2,G04,4,0.000396201
S15,pyk10,G04,1,0.002672211
S15,pyk10,G04,2,0.005154882
S15,pyk10,G04,3,0.009080012
S15,pyk10,G04,4,0.012681096
S15,bglu18,G04,1,0.002646946
S15,bglu18,G04,2,0.00040412
S15,bglu18,G04,3,0.007962885
S15,bglu18,G04,4,0.000396511
S15,Col,G05,1,0.016986435
S15,Col,G05,2,0.005445432
S15,Col,G05,3,0.005786902
S15,Col,G05,4,0.022288304
S15,Col,G05,5,0.043283029
S15,Col,G05,6,0.010051781
S15,Col,G05,7,0.063815532
S15,bglu2830,G05,1,0.166310792
S15,bglu2830,G05,2,0.211611347
S15,bglu2830,G05,3,0.211163799
S15,bglu2830,G05,4,0.274724414
S15,bglu2830,G05,5,0.30853382
S15,bglu2830,G05,6,0.144009631
S15,bglu2830,G05,7,0.24388032
S15,tgg12,G05,5,0.018214904
S15,tgg12,G05,6,0.003916878
S15,tgg12,G05,7,0.014101479
S15,tgg45,G05,1,0.000381588
S15,tgg45,G05,2,0.000371539
S15,tgg45,G05,3,0.000398769
S15,tgg45,G05,4,0.000401556
S15,pen2,G05,1,0.021014484
S15,pen2,G05,2,0.000399109
S15,pen2,G05,3,0.000415344
S15,pen2,G05,4,0.000396201
S15,pyk10,G05,1,0.000399076
S15,pyk10,G05,2,0.050032877
S15,pyk10,G05,3,0.093061042
S15,pyk10,G05,4,0.111747162
S15,bglu18,G05,1,0.042018323
S15,bglu18,G05,2,0.00040412
S15,bglu18,G05,3,0.035436037
S15,bglu18,G05,4,0.065209507
S15,Col,G06,1,0.015454451
S15,Col,G06,2,0.009763524
S15,Col,G06,3,0.013125913
S15,Col,G06,4,0.103440384
S15,Col,G06,5,0.086505396
S15,Col,G06,6,0.040254789
S15,Col,G06,7,0.266152511
S15,bglu2830,G06,1,0.625642923
S15,bglu2830,G06,2,1.059160737
S15,bglu2830,G06,3,0.896328882
S15,bglu2830,G06,4,0.73394666
S15,bglu2830,G06,5,0.71365807
S15,bglu2830,G06,6,0.616405262
S15,bglu2830,G06,7,0.621332462
S15,tgg12,G06,5,0.079942102
S15,tgg12,G06,6,0.019800246
S15,tgg12,G06,7,0.034522872
S15,tgg45,G06,1,0.005118048
S15,tgg45,G06,2,0.000371539
S15,tgg45,G06,3,0.005160631
S15,tgg45,G06,4,0.002683195
S15,pen2,G06,1,0.094978045
S15,pen2,G06,2,0.010655808
S15,pen2,G06,3,0.025156113
S15,pen2,G06,4,0.00542003
S15,pyk10,G06,1,0.041078053
S15,pyk10,G06,2,0.154882787
S15,pyk10,G06,3,0.305448347
S15,pyk10,G06,4,0.245129657
S15,bglu18,G06,1,0.170084101
S15,bglu18,G06,2,0.019018082
S15,bglu18,G06,3,0.176581225
S15,bglu18,G06,4,0.22631985
S15,Col,G07,1,0.000394984
S15,Col,G07,2,0.000381309
S15,Col,G07,3,0.000407121
S15,Col,G07,4,0.000391665
S15,Col,G07,5,0.000159807
S15,Col,G07,6,0.000176276
S15,Col,G07,7,0.002173748
S15,bglu2830,G07,1,0.005237747
S15,bglu2830,G07,2,0.005306666
S15,bglu2830,G07,3,0.018974469
S15,bglu2830,G07,4,0.032999089
S15,bglu2830,G07,5,0.023532981
S15,bglu2830,G07,6,0.029165969
S15,bglu2830,G07,7,0.016965469
S15,tgg12,G07,5,0.000169947
S15,tgg12,G07,6,0.000183707
S15,tgg12,G07,7,0.000163541
S15,tgg45,G07,1,0.000381588
S15,tgg45,G07,2,0.000371539
S15,tgg45,G07,3,0.000398769
S15,tgg45,G07,4,0.000401556
S15,pen2,G07,1,0.000419346
S15,pen2,G07,2,0.000399109
S15,pen2,G07,3,0.000415344
S15,pen2,G07,4,0.000396201
S15,pyk10,G07,1,0.000399076
S15,pyk10,G07,2,0.000387748
S15,pyk10,G07,3,0.000436101
S15,pyk10,G07,4,0.000374156
S15,bglu18,G07,1,0.000391734
S15,bglu18,G07,2,0.00040412
S15,bglu18,G07,3,0.000383262
S15,bglu18,G07,4,0.000396511
S15,Col,G08,1,0.022644419
S15,Col,G08,2,0.004964373
S15,Col,G08,3,0.005300433
S15,Col,G08,4,0.0967451
S15,Col,G08,5,0.226310187
S15,Col,G08,6,0.068329208
S15,Col,G08,7,1.153296565
S15,bglu2830,G08,1,2.775125415
S15,bglu2830,G08,2,2.614262857
S15,bglu2830,G08,3,9.19780385
S15,bglu2830,G08,4,7.787469426
S15,bglu2830,G08,5,6.114155589
S15,bglu2830,G08,6,5.532256324
S15,bglu2830,G08,7,3.169478346
S15,tgg12,G08,5,0.008817717
S15,tgg12,G08,6,0.006352524
S15,tgg12,G08,7,0.030314633
S15,tgg45,G08,1,0.012349064
S15,tgg45,G08,2,0.000371539
S15,tgg45,G08,3,0.000398769
S15,tgg45,G08,4,0.000401556
S15,pen2,G08,1,0.121803492
S15,pen2,G08,2,0.007737643
S15,pen2,G08,3,0.000415344
S15,pen2,G08,4,0.000396201
S15,pyk10,G08,1,0.000399076
S15,pyk10,G08,2,0.356148809
S15,pyk10,G08,3,0.636845393
S15,pyk10,G08,4,0.437235178
S15,bglu18,G08,1,0.424931045
S15,bglu18,G08,2,0.005354709
S15,bglu18,G08,3,0.241670448
S15,bglu18,G08,4,0.439288805
S15,Col,G09,1,0.007949838
S15,Col,G09,2,0.000381309
S15,Col,G09,3,0.000407121
S15,Col,G09,4,0.003998982
S15,Col,G09,5,0.116926077
S15,Col,G09,6,0.051320828
S15,Col,G09,7,0.111731856
S15,bglu2830,G09,1,0.478393532
S15,bglu2830,G09,2,0.371652069
S15,bglu2830,G09,3,0.852963833
S15,bglu2830,G09,4,0.752122851
S15,bglu2830,G09,5,0.860928691
S15,bglu2830,G09,6,0.71042908
S15,bglu2830,G09,7,0.507325816
S15,tgg12,G09,5,0.001685096
S15,tgg12,G09,6,0.009254879
S15,tgg12,G09,7,0.011525216
S15,tgg45,G09,1,0.008690265
S15,tgg45,G09,2,0.000371539
S15,tgg45,G09,3,0.000398769
S15,tgg45,G09,4,0.000401556
S15,pen2,G09,1,0.004240638
S15,pen2,G09,2,0.000399109
S15,pen2,G09,3,0.000415344
S15,pen2,G09,4,0.000396201
S15,pyk10,G09,1,0.008046443
S15,pyk10,G09,2,0.025519193
S15,pyk10,G09,3,0.070464564
S15,pyk10,G09,4,0.016955047
S15,bglu18,G09,1,0.009636009
S15,bglu18,G09,2,0.00040412
S15,bglu18,G09,3,0.094192352
S15,bglu18,G09,4,0.013718897
S15,Col,G10,1,0.014098077
S15,Col,G10,2,0.000381309
S15,Col,G10,3,0.000407121
S15,Col,G10,4,0.000391665
S15,Col,G10,5,0.090724709
S15,Col,G10,6,0.033541556
S15,Col,G10,7,0.045803782
S15,bglu2830,G10,1,0.228038781
S15,bglu2830,G10,2,0.1615792
S15,bglu2830,G10,3,0.433161378
S15,bglu2830,G10,4,0.30951025
S15,bglu2830,G10,5,0.623587137
S15,bglu2830,G10,6,0.354747293
S15,bglu2830,G10,7,0.303800075
S15,tgg12,G10,5,0.000509026
S15,tgg12,G10,6,0.010928379
S15,tgg12,G10,7,0.000163541
S15,tgg45,G10,1,0.014762875
S15,tgg45,G10,2,0.000371539
S15,tgg45,G10,3,0.000398769
S15,tgg45,G10,4,0.000401556
S15,pen2,G10,1,0.004989213
S15,pen2,G10,2,0.000399109
S15,pen2,G10,3,0.000415344
S15,pen2,G10,4,0.000396201
S15,pyk10,G10,1,0.011878407
S15,pyk10,G10,2,0.020759737
S15,pyk10,G10,3,0.029843253
S15,pyk10,G10,4,0.015572689
S15,bglu18,G10,1,0.00467699
S15,bglu18,G10,2,0.00040412
S15,bglu18,G10,3,0.02963935
S15,bglu18,G10,4,0.000396511
S15,Col,G11,1,0.060512777
S15,Col,G11,2,0.000381309
S15,Col,G11,3,0.006247682
S15,Col,G11,4,0.015108491
S15,Col,G11,5,0.270548572
S15,Col,G11,6,0.107518407
S15,Col,G11,7,0.224041791
S15,bglu2830,G11,1,1.199754829
S15,bglu2830,G11,2,1.087067015
S15,bglu2830,G11,3,2.143932338
S15,bglu2830,G11,4,1.652450772
S15,bglu2830,G11,5,2.728316229
S15,bglu2830,G11,6,1.677774785
S15,bglu2830,G11,7,1.563915486
S15,tgg12,G11,5,0.01776558
S15,tgg12,G11,6,0.00066502
S15,tgg12,G11,7,0.041059447
S15,tgg45,G11,1,0.030573514
S15,tgg45,G11,2,0.014142501
S15,tgg45,G11,3,0.000398769
S15,tgg45,G11,4,0.005316114
S15,pen2,G11,1,0.026298371
S15,pen2,G11,2,0.000399109
S15,pen2,G11,3,0.030493444
S15,pen2,G11,4,0.024025631
S15,pyk10,G11,1,0.066293409
S15,pyk10,G11,2,0.107564265
S15,pyk10,G11,3,0.110604943
S15,pyk10,G11,4,0.087015835
S15,bglu18,G11,1,0.044134783
S15,bglu18,G11,2,0.013415243
S15,bglu18,G11,3,0.267838708
S15,bglu18,G11,4,0.050599927
S15,Col,G12,1,0.154422853
S15,Col,G12,2,0.051009955
S15,Col,G12,3,0.053764426
S15,Col,G12,4,0.076562742
S15,Col,G12,5,0.352674912
S15,Col,G12,6,0.159028291
S15,Col,G12,7,0.417802295
S15,bglu2830,G12,1,3.534219768
S15,bglu2830,G12,2,3.120058974
S15,bglu2830,G12,3,5.258880365
S15,bglu2830,G12,4,5.026778235
S15,bglu2830,G12,5,5.23124745
S15,bglu2830,G12,6,4.041213747
S15,bglu2830,G12,7,3.684855653
S15,tgg12,G12,5,0.02855727
S15,tgg12,G12,6,0.055447266
S15,tgg12,G12,7,0.082728902
S15,tgg45,G12,1,0.071996489
S15,tgg45,G12,2,0.00382537
S15,tgg45,G12,3,0.12035332
S15,tgg45,G12,4,0.050933313
S15,pen2,G12,1,0.118663218
S15,pen2,G12,2,0.049962045
S15,pen2,G12,3,0.084779926
S15,pen2,G12,4,0.07269972
S15,pyk10,G12,1,0.234713946
S15,pyk10,G12,2,0.148941901
S15,pyk10,G12,3,0.207156624
S15,pyk10,G12,4,0.147573275
S15,bglu18,G12,1,0.004522177
S15,bglu18,G12,2,0.067368394
S15,bglu18,G12,3,0.002543328
S15,bglu18,G12,4,0.196506279
S15,Col,G13,1,0.000394984
S15,Col,G13,2,0.000381309
S15,Col,G13,3,0.000407121
S15,Col,G13,4,0.010124079
S15,Col,G13,5,0.011069365
S15,Col,G13,6,0.000176276
S15,Col,G13,7,0.018136382
S15,bglu2830,G13,1,0.156248605
S15,bglu2830,G13,2,0.139030707
S15,bglu2830,G13,3,0.358983795
S15,bglu2830,G13,4,0.277797077
S15,bglu2830,G13,5,0.240701674
S15,bglu2830,G13,6,0.173053418
S15,bglu2830,G13,7,0.180196831
S15,tgg12,G13,5,0.018001365
S15,tgg12,G13,6,0.000183707
S15,tgg12,G13,7,0.003653704
S15,tgg45,G13,1,0.000381588
S15,tgg45,G13,2,0.003169975
S15,tgg45,G13,3,0.000398769
S15,tgg45,G13,4,0.000401556
S15,pen2,G13,1,0.004783733
S15,pen2,G13,2,0.005776223
S15,pen2,G13,3,0.000415344
S15,pen2,G13,4,0.000396201
S15,pyk10,G13,1,0.000399076
S15,pyk10,G13,2,0.014531878
S15,pyk10,G13,3,0.021732301
S15,pyk10,G13,4,0.040932412
S15,bglu18,G13,1,0.011314216
S15,bglu18,G13,2,0.00040412
S15,bglu18,G13,3,0.000383262
S15,bglu18,G13,4,0.019471246
S15,Col,G14,1,0.000394984
S15,Col,G14,2,0.000381309
S15,Col,G14,3,0.000407121
S15,Col,G14,4,0.016808318
S15,Col,G14,5,0.007367346
S15,Col,G14,6,0.013468084
S15,Col,G14,7,0.074451034
S15,bglu2830,G14,1,0.381069865
S15,bglu2830,G14,2,0.331088183
S15,bglu2830,G14,3,0.796310268
S15,bglu2830,G14,4,0.795162479
S15,bglu2830,G14,5,0.443161619
S15,bglu2830,G14,6,0.643014637
S15,bglu2830,G14,7,0.412418877
S15,tgg12,G14,5,0.035934836
S15,tgg12,G14,6,0.002291785
S15,tgg12,G14,7,0.018662934
S15,tgg45,G14,1,0.005894351
S15,tgg45,G14,2,0.000371539
S15,tgg45,G14,3,0.000398769
S15,tgg45,G14,4,0.000401556
S15,pen2,G14,1,0.035187755
S15,pen2,G14,2,0.000399109
S15,pen2,G14,3,0.000415344
S15,pen2,G14,4,0.000396201
S15,pyk10,G14,1,0.000399076
S15,pyk10,G14,2,0.01197902
S15,pyk10,G14,3,0.034918856
S15,pyk10,G14,4,0.032139624
S15,bglu18,G14,1,0.02908272
S15,bglu18,G14,2,0.00040412
S15,bglu18,G14,3,0.017699392
S15,bglu18,G14,4,0.018252925
S15,Col,G15,1,0.062241858
S15,Col,G15,2,0.004536659
S15,Col,G15,3,0.00968753
S15,Col,G15,4,0.137401217
S15,Col,G15,5,0.728148076
S15,Col,G15,6,0.176489789
S15,Col,G15,7,0.388619889
S15,bglu2830,G15,1,1.339335884
S15,bglu2830,G15,2,1.065451061
S15,bglu2830,G15,3,2.784597785
S15,bglu2830,G15,4,2.599695699
S15,bglu2830,G15,5,3.209426823
S15,bglu2830,G15,6,2.13050607
S15,bglu2830,G15,7,1.835791374
S15,tgg12,G15,5,0.078283994
S15,tgg12,G15,6,0.053514666
S15,tgg12,G15,7,0.05687567
S15,tgg45,G15,1,0.17917844
S15,tgg45,G15,2,0.000371539
S15,tgg45,G15,3,0.000398769
S15,tgg45,G15,4,0.016704713
S15,pen2,G15,1,0.129632307
S15,pen2,G15,2,0.000399109
S15,pen2,G15,3,0.07778687
S15,pen2,G15,4,0.014133283
S15,pyk10,G15,1,0.074723323
S15,pyk10,G15,2,0.377990131
S15,pyk10,G15,3,0.480857353
S15,pyk10,G15,4,0.346926205
S15,bglu18,G15,1,0.088479849
S15,bglu18,G15,2,0.018030211
S15,bglu18,G15,3,0.337153588
S15,bglu18,G15,4,0.170870391
S15,Col,G16,1,0.065732961
S15,Col,G16,2,0.007837953
S15,Col,G16,3,0.003501731
S15,Col,G16,4,0.554944675
S15,Col,G16,5,0.394729395
S15,Col,G16,6,0.198297096
S15,Col,G16,7,0.695856929
S15,bglu2830,G16,1,0.246560848
S15,bglu2830,G16,2,0.36240811
S15,bglu2830,G16,3,0.60870921
S15,bglu2830,G16,4,0.607267276
S15,bglu2830,G16,5,0.570690366
S15,bglu2830,G16,6,0.680158094
S15,bglu2830,G16,7,0.431754724
S15,tgg12,G16,5,0.658462391
S15,tgg12,G16,6,0.291636079
S15,tgg12,G16,7,0.262548721
S15,tgg45,G16,1,0.096229537
S15,tgg45,G16,2,0.000371539
S15,tgg45,G16,3,0.000398769
S15,tgg45,G16,4,0.004777548
S15,pen2,G16,1,0.153180355
S15,pen2,G16,2,0.000399109
S15,pen2,G16,3,0.050355256
S15,pen2,G16,4,0.002356921
S15,pyk10,G16,1,0.016356355
S15,pyk10,G16,2,0.182934714
S15,pyk10,G16,3,0.469995738
S15,pyk10,G16,4,0.406486443
S15,bglu18,G16,1,0.195245995
S15,bglu18,G16,2,0.015422749
S15,bglu18,G16,3,0.54068443
S15,bglu18,G16,4,0.327266055
S15,Col,G17,1,0.000394984
S15,Col,G17,2,0.000381309
S15,Col,G17,3,0.000407121
S15,Col,G17,4,0.003883519
S15,Col,G17,5,0.011341531
S15,Col,G17,6,0.008735121
S15,Col,G17,7,0.018265621
S15,bglu2830,G17,1,0.050784583
S15,bglu2830,G17,2,0.022444835
S15,bglu2830,G17,3,0.075842435
S15,bglu2830,G17,4,0.042945628
S15,bglu2830,G17,5,0.104705813
S15,bglu2830,G17,6,0.064450844
S15,bglu2830,G17,7,0.040899559
S15,tgg12,G17,5,0.000169947
S15,tgg12,G17,6,0.000183707
S15,tgg12,G17,7,0.000163541
S15,tgg45,G17,1,0.000381588
S15,tgg45,G17,2,0.000371539
S15,tgg45,G17,3,0.000398769
S15,tgg45,G17,4,0.000401556
S15,pen2,G17,1,0.000419346
S15,pen2,G17,2,0.000399109
S15,pen2,G17,3,0.000415344
S15,pen2,G17,4,0.000396201
S15,pyk10,G17,1,0.000399076
S15,pyk10,G17,2,0.000387748
S15,pyk10,G17,3,0.011059561
S15,pyk10,G17,4,0.005570179
S15,bglu18,G17,1,0.000391734
S15,bglu18,G17,2,0.00040412
S15,bglu18,G17,3,0.005695276
S15,bglu18,G17,4,0.002038386
S15,Col,G18,1,0.002608473
S15,Col,G18,2,0.000381309
S15,Col,G18,3,0.01582187
S15,Col,G18,4,0.033599717
S15,Col,G18,5,0.065122153
S15,Col,G18,6,0.017610857
S15,Col,G18,7,0.157260122
S15,bglu2830,G18,1,0.000387536
S15,bglu2830,G18,2,0.156434326
S15,bglu2830,G18,3,0.016362581
S15,bglu2830,G18,4,0.067146845
S15,bglu2830,G18,5,0.041639423
S15,bglu2830,G18,6,0.047354588
S15,bglu2830,G18,7,0.022151126
S15,tgg12,G18,5,0.022481941
S15,tgg12,G18,6,0.030889001
S15,tgg12,G18,7,0.027025004
S15,tgg45,G18,1,0.004516895
S15,tgg45,G18,2,0.007916317
S15,tgg45,G18,3,0.026051111
S15,tgg45,G18,4,0.00274664
S15,pen2,G18,1,0.048557558
S15,pen2,G18,2,0.000399109
S15,pen2,G18,3,0.018549451
S15,pen2,G18,4,0.000396201
S15,pyk10,G18,1,0.112053896
S15,pyk10,G18,2,0.071824413
S15,pyk10,G18,3,0.111256565
S15,pyk10,G18,4,0.160296651
S15,bglu18,G18,1,0.015237863
S15,bglu18,G18,2,0.009096172
S15,bglu18,G18,3,0.088700051
S15,bglu18,G18,4,0.085106289
S15,Col,G19,1,0.588737681
S15,Col,G19,2,0.2073145
S15,Col,G19,3,0.314527835
S15,Col,G19,4,0.255855387
S15,Col,G19,5,3.416539434
S15,Col,G19,6,1.699608534
S15,Col,G19,7,0.239241801
S15,bglu2830,G19,1,3.121022017
S15,bglu2830,G19,2,4.549064275
S15,bglu2830,G19,3,6.097443099
S15,bglu2830,G19,4,6.714069007
S15,bglu2830,G19,5,6.306087861
S15,bglu2830,G19,6,4.575942211
S15,bglu2830,G19,7,3.975273641
S15,tgg12,G19,5,0.624951259
S15,tgg12,G19,6,1.526034665
S15,tgg12,G19,7,0.109619638
S15,tgg45,G19,1,1.129255822
S15,tgg45,G19,2,0.068449234
S15,tgg45,G19,3,0.142232348
S15,tgg45,G19,4,0.175432897
S15,pen2,G19,1,0.325210151
S15,pen2,G19,2,0.061721388
S15,pen2,G19,3,0.719576147
S15,pen2,G19,4,0.201208952
S15,pyk10,G19,1,1.193068886
S15,pyk10,G19,2,2.503119862
S15,pyk10,G19,3,1.70227683
S15,pyk10,G19,4,1.424448102
S15,bglu18,G19,1,0.238382484
S15,bglu18,G19,2,0.429786784
S15,bglu18,G19,3,1.204906446
S15,bglu18,G19,4,0.044791828
S15,Col,G20,1,0.289472938
S15,Col,G20,2,0.2227331
S15,Col,G20,3,0.347416226
S15,Col,G20,4,0.628121078
S15,Col,G20,5,1.273493874
S15,Col,G20,6,0.972747318
S15,Col,G20,7,0.28629442
S15,bglu2830,G20,1,0.639034938
S15,bglu2830,G20,2,0.741020951
S15,bglu2830,G20,3,1.478441682
S15,bglu2830,G20,4,1.664940183
S15,bglu2830,G20,5,1.502328448
S15,bglu2830,G20,6,1.282841252
S15,bglu2830,G20,7,1.028500177
S15,tgg12,G20,5,0.711492552
S15,tgg12,G20,6,1.06746558
S15,tgg12,G20,7,0.177046097
S15,tgg45,G20,1,1.084378255
S15,tgg45,G20,2,0.248400876
S15,tgg45,G20,3,0.203769689
S15,tgg45,G20,4,0.266372953
S15,pen2,G20,1,0.454259148
S15,pen2,G20,2,0.229661133
S15,pen2,G20,3,0.810405718
S15,pen2,G20,4,0.524195601
S15,pyk10,G20,1,0.720893996
S15,pyk10,G20,2,1.165378864
S15,pyk10,G20,3,1.310262901
S15,pyk10,G20,4,0.77943575
S15,bglu18,G20,1,0.359237811
S15,bglu18,G20,2,0.519264332
S15,bglu18,G20,3,0.879131068
S15,bglu18,G20,4,0.155738407
